product,product_category
ROCKLIN RANCH CABERNET SAUVIGNON,0
ROCKLIN RANCH CHARDONNAY,1
ROCKLIN RANCH PINOT NOIR FUTURE,0
RYDER EST CABERNET SAUVIGNON,0
RYDER EST CHARD,1
RYDER EST MERLOT,0
RYDER EST PINOT NOIR,0
RYDER EST PINOT NOIR ROSE,2
ACRONYM RUBY RED BLEND,0
RUE DE PERLE ROSE,2
CLARENDELLE AMBERWINE CD,4
BELLETTI ROSE SPRK,3
SANCTUARY RED BLEND,0
ST SUPERY SAUV BLANC NTL,1
NAPA FAMILY VYD CABERNET SAUVIGNON,0
THE RECIPIENT CHARD,1
THE RECIPIENT P GRIGIO,1
BORELLI NERO DAVOLA,0
GIOLITI SANGIOVESE,0
GRANDE ALBERONE ROSSO,0
HAYFIELD RIESLING,1
LANDSHUT P GRIGIO,1
O DONNELLS MINT CHOC,4
O DONNELLS TIRAMISU,4
PALUZZI MOSCATO D ASTI,3
DELLATORRI CHIANTI CLASSICO,0
THE RECIPIENT CABERNET SAUVIGNON,0
CHARLES SMITH KING COAL RED BLEND,0
CH GISCOURS MARGAUX CVBG,0
CATENA CHARD VISTA FLORES,1
SALT LICK CELLARS SANGRIA,4
FERRARI CARANO DRY ROSE,2
CLONE CAB OAKVILLE,0
CLONE CAB OAK KNOLL,0
CHATEAU PETRUS VT,0
PERINI CAB FRACAO UNICA PK,0
LOIMER GRUN VELT LOISERBERG,1
WOODBRIDGE BY ROBERT MONDAVI RED BLEND CALIFORNIA,0
SUSANA B MALBEC SIGNATURE,0
LES CHARMES DE LA GRANGE,0
HESS SHIRTAIL ROSE,2
HESS SHIRTAIL SAUVIGNON BLANC,1
GIRETTO IT PINOT GRIGIO,1
FRESCO AMMIRAG ALIE ROSE,2
CUPCAKE RED SPARKLING ROSE,3
KATAS ALBARINO KEG GOTHAM PROJ,1
DECOY ROSE,2
JARDESCA APERITIF,4
BIELER PERE ET FILS DAISY PINOT GRIGIO,1
THREE PEARS P GRIGIO,1
NOTABLE CHARDONNAY,1
POMELO ROSE,2
BURIED CANE CAB SAMPLES,0
ALBAN PATRINA SYRAH,0
ANTICA TERRA CERAS PINOT NOIR,0
AUBERT PINOT NOIR RITCHIE VNYD SONOMA COAST ,0
AUBERT PINOT NOIR UV VINEYARD SONOMA COAST ,0
BALDUZZI CABERNET SAUVIGNON RESERVA,0
BALDUZZI CARMENERE RESERVA,0
CARDINAL CABERNET SAUVIGNON VERTICAL ,4
CHAMPAGNE ETIENNE CALSAC LES ROCHEFORTS,3
CHATEAU LA LAGUNE ,0
CLICQUOT BRUT CHAMPAGNE NONVINTAGE,3
CLIFF LEDE CABERNET SAUVIGNON STAGS LEAP,0
DAL FORNO ROMANO VALPOLICELLA ,0
DANA ESTATE CABERNET SAUVIGNON LOTUS VINEYARD ,0
DELOACH PINOT NOIR LE ROI ROYAL,0
DOWS TAWNY PORT YEAR,4
DUTRAIVE FLEURIE CLOS DE LA GRAND COUER,0
EPSILON GOLD,3
EPSILON PINK,3
GINI LA FROSCA SOAVE CLASSICO,1
GOOSE EXPRESSION SHIRAZ CABERNET SAUVIGNON,0
JONES FAMILY CABERNET SAUVIGNON LIBRARY,0
JOSEPH PHELPS INSIGNIA RIVER OAKS CC,0
KEPLINGER VERMILLION RED,0
LA DAME DE MALESCOT ,0
MUGNERET CLOS VOUGEOT GRAND CRU ,0
OCCIDENTAL PINOT NOIR SONOMA ,0
PAKRAVAN PAPI PRUNICCE,0
REYNVAAN GRENACHE BLANC,1
REYNVAAN STONESSENCE SYRAH,0
REYNVAAN THE UNNAMED SYRAH,0
SANDEMAN YR TAWNY PORT,4
SANTA HELENA CHARDONNAY SPECIAL SELECTION,1
WAYFARER CHARDONNAY ,1
WIND GAP SOIF RED,0
BOUCHARD COTE DE BEAUNE VILLAG,1
MALENE ROSE KEG,2
PINE RIDGE CHARD DIJON KEG,1
TAHBILK MARSANNE MUSEUM RELEAS,1
VALIANO CHIANTI CLASSICO,0
VALIANO CHIANTI CLASSICO GRAN SELEZIONNE,0
PRODIGE BRUT ROSE,3
RESERVE DU PALAISE CDR,0
BERNE FRENCH RIVIERA ROSE PK,2
ANGELINE CALIF PINOT NOIR ROSE,2
HIDEYOSHI LE CHAMTE CARBONATED SAKE,4
FLORENTINI SWEET VERMOUTH,4
HERITAGE RED WINE,0
MARTINI ROSSI VERMOUTH,4
ONE HOPE MERLOT,0
ONE HOPE ZINFANDEL,0
CH BEAU SEJOUR BECOT CVBG,0
CH NENIN CVBG,0
CHIARLO CIPRESSE,0
PALETA ORANGE MANGO,4
PALETA PINEAPPLE,4
PALETA STRAWBERRY LIME,4
COASTAL COVE SAUV BL,1
BOLD VINE CA ROSE,2
MARQUIS DE GOULAINE CHINON RED,0
MARQUIS DE GOULAINE CREMANT DE LOIRE,3
MARQUIS DE GOULAINE ROSE DANJ,2
MARQUIS DE GOULAINE VOUVRAY RED,0
MYX FUSIONS TROP WHT SANGRIA,4
S DE LA SABLETTE ROSE CDP,2
SUSANA B MALBEC NTL,0
COLIBRI SWEET BLUSH,2
TEXAS TORTE PORT ,4
PRIMA MAZZO SPARKLING BRUT LTD ED,3
BAR DOG CABERNET SAUVIGNON,0
GAME OF THRONES CABERNET SAUVIGNON,0
GAME OF THRONES CHARDONNAY CC,1
GAME OF THRONES RED BLEND,0
GOUGUENHEIM CHARD,1
GOUGUENHEIM MERLOT,0
FRANCOIS MARTENOT CHARDONNAY,1
FRANCOIS MARTENOT PINOT NOIR,0
CASTELLROIG ROSE CAVA,3
VERMUT LACUESTA ROJO,4
JADOT BEAUJ VILLAGES BIENVENU,0
JADOT MACON VLG PETIT PIERRES,1
JOTO ONE CUP SAKE PK,4
LUCCIO MOSCATO STRWBRY,4
CAMPOMAGGIO CHIANTI CLASSICO DOCG,0
CHATEAU HAUT BRION ,0
FUTO OAKVILLE RED,0
GAJA MARGARI,0
GOOSE PINOT NOIR,0
TENTAKA KUNI HAWK IN THE HEAVENS,4
JEFFERSON RESERVE PRITCHARD HILL CAB CASK ,0
LUSTAU AMONTILLADO YEARS,4
MACON LUGNY LES CHARMES,1
MAS CORNUT CABERNET SYRAH ,0
NIGORI SAKE,4
PE TINTO,0
JADOT CH JACQUES CHARD LOYSE,1
JADOT P FUISSE PETIT PIERRES,1
FLORINDA BRUT NV,3
PRINCESA BRUT NATURE NV,3
BODEGA SAN ANTONIO SANG RED KG,0
 HANDS ROSE,2
BLACK SLATE ESCALADEI RED,0
MENADE VERDEJO NOSSO,1
OLIVIER RIVIERE GANKO RED,0
KJ VR ROSE,2
KRUPP BRO CAB STAGECCH MBLK,0
EL TERRANO ROSADO,2
MCBRIDE SISTERS BRUT ROSE,3
MCBRIDE SISTERS CHARD,1
MCBRIDE SISTERS RED BLND,0
MCBRIDE SISTERS SAUV BL,1
LOST MAPLES TEMPRANILLO,0
MOTTO SAUVIGNON BLANC ESSENCE,1
PARETOS EST CABERNET SAUVIGNON,0
PARETOS EST CHARD,1
PARETOS EST PINOT NOIR,0
SMOKY COVE CABERNET SAUVIGNON,0
VINA FUERTE ROSE,2
SABINE ROSE COTE KEG GOTHAM,2
PAUL ACHS BLAUFRANKISCH SPIEGL,0
ACON CRIANZA RIBERA DEL DUERO ,0
ADELSHEIM BREAKING GROUND PINOT NOIR ,0
ADELSHEIM PINOT GRIS VT,1
AFREDO BERTOLIANI LAMBRUSCO DOLCE FIORE VT,3
ALBERT BICHOT BOURGOGNE PINOT NOIR VIGNE VIELLES ,0
ALBERT JOLY LES CHARMES PULIGNY MONTRACHET ,1
ALBERT JOLY LES TREMBLOTS PULIGNY MONTRACHET ,1
ALEXANA GRAN COEUR RED BLEND,0
ALPHA OMEGA II CHARDONNAY,1
ALTAMURA CABERNET SAUVIGNON MAGNUMS ,0
AMIOT GEV CHAMBERTIN COMBOTTES ER CRU ,0
ANDRE CLOUET ROSE GRAND RESERVE NV,3
ANDREW WILL CABERNET SAUVIGNON NV,0
ANGERER GRUNER VELTLINER,1
ANNA CODORNIU DULCE VT,3
ANNE GROS BOURGOGNE ROUGE ,0
ANNE GROS CLOS VOUGEOT,0
ANNE GROS ECHEZEAUX,0
ANNE GROS HAUTES COTES DE NUITS BLANC,1
ANNE GROS HAUTES COTES DE NUITS ROUGE,0
ANNE GROS RICHEBOURG,0
APOTHIC CRUSH,0
AQUILO PINOT NOIR CALIFORNIA ,0
ARA SINGLE ESTATE SAUVIGNON BLANC,1
ARCADIAN CHARDONNAY SIERRA MADRE VT,1
ARCADIAN SLEEPY HOLLOW CHARDONNAY CASE VT,1
ARIOUSIOS SEMI SWEET RED GLIKAZON NV,0
ARNOUX LACHAUX LATRICIERES CHAMBERTIN,0
ASCHERI BAROLO DOCG ,0
ATOZ PINOT NOIR,0
AVANTGARDE PINOT NOIR,0
AVERAEN PINOT NOIR,0
B MOREAU BATARD MONTRACHET MAGNUM ,1
B MOREAU CAILLERETS VOLNAY ER CRU ,0
B MOREAU CHENOVOTTES CHAS MONT ER CRU ,1
B MOREAU CLOS DE CHENES VOLNAY ER CRU,0
B MOREAU SANTENOTS VOLNAY ER CRU,0
BACIO DI LUNA PINOT NOIR ROSE NV,3
BACIO DI LUNA PROSECCO BRUTNV,3
BADIA Y COLTIBUONO VIN SANTO,4
BAILEYANA FIREPEAK PINOT NOIR ,0
BAND OF VINTNERS CONSORTIUM NAPA VALLEY,0
BAREFOOT BUBBLY BRUT NV,3
BARTENURA BRACHETTO SWEET RED,0
BEAUCASTEL CHATEAUNEUF DU PAPE ROUGE,0
BECKER TEMPRANILLO,0
BELLA UNION CABERNET SAUVIGNON NAPA VALLEY,0
BELLISSIMA ZERO SUGAR SPARKLING NV,3
BENAZZOLI CHIARETTO ROSE,2
BLOCK CABERNET CONNER LEE VINEYARD SPECIAL RES,0
BLOCK CABERNET PASO ROBLES,0
BODEGA DE EDGAR TEMPRANILLO ,0
BOSCO DEL MERLO PROSECCO ,3
BRAIDOT PINOT GRIGIO IGT,1
BRAMARE CHARDONNAY MARCHIORI,1
BREZE CREMANT DE LOIRE BLANC NV,3
BREZE CREMANT DE LOIRE ROSE NV,3
BRICCO DI GUAZZI GAVI DI GAVI ,1
BRICK HOUSE GAMAY NOIR,0
BRIGALDARA VALPOLICELLA CLASSICO,0
BROADBENT YEAR OLD MALMSEY MADEIRA NV,4
BROOKS WILLAMETTE VALLEY PINOT BLANC,1
BROWN ESTATE CHAOS THEORY PROP RED BLEND,0
BRUTOCAO PINOT NOIR RESERVE ETCHED GLASS ,0
BUGAY VINEYARDS CABERNET SAUVIGNON INCLINE ONE NINE,0
CA DI RAJO PROSECCO BRUT,3
CADEI MANDORLI BRACHETTO DACQUI DONNIE B ,3
CAMOMI ROSSO DI CAMOMI KEG,0
CANARD ROSE,2
CANTINE DEL NOTAIO AGLIANICO DEL VULTURE ,0
CARACIOLLI CELLARS BRUT ROSE ,3
CARINAE SYRAH GRAND RESERVA ,0
CARPENE MALVOLTE ROSE PROSECCO,3
CARPENE ROSE BRUT,3
CASA SILVA LOS LINGUES CABERNET SAUVIGNON ,0
CASA SILVA SAUVIGNON GRIS ,1
CASTELLANI AMARONE COLLE CRISTI VT,0
CASTELLO AMA IL CHIUSO PINOT NOIR SANGIOVESE ,0
CAVICCHIOLI ROBANERA DRY LAMBRUSCO NV,3
CHABLISIENNE BEAUROY CHABLIS ER CRU,1
CHAMAN CABERNET FRANC,0
CHAMAN PETIT VERDOT,0
CHARLES WOODSON CABERNET SAUVIGNON,0
CHATEAU ST JEAN ALEX CABERNET SAUVIGNON,0
CHATEAU CAP DE FAUGERES COTES DE CASTILLON ,0
CHATEAU CHASSE SPLEEN MOULIS HAUT MEDOC,0
CHATEAU CLARENCE DE HAUT BRION PESSAC LEOGNAN ROUGE ,0
CHATEAU DE MARSANNAY ROUGE,0
CHATEAU FOURCAS BORIE HAUT MEDOC LISTRAC,0
CHATEAU GUIRAUD SAUTERNES,4
CHATEAU LAS COLLAS ,0
CHATEAU MARTINON ENTRE DEUX MERS ,1
CHATEAU MAUCAMPS HAUT MEDOC,0
CHATEAU MOULIN DE CLOTTE CASTILLON ,0
CHATEAU PAVIE MAQUIN ST EMILION,0
CHATEAU PICAMPEAU ST EMILION,0
CHATEAU REAL DOR ROSE ,2
CHATEAU REAL DOR ROUGE ,0
CHATEAU SANTENAY LA COMME ER CRU ,0
CHATEAU SANTENAY LES FOLATIERES PULIGNY MONTRACHET ER CRU ,1
CHATEAU TOURTERAN HAUT MEDOC,0
CLETO CHIARLI BRUT ROSE SPUMANTE NV,3
COLOMBINI VIN SANTO ,4
COMPTE AUDOIN DE DAMPIERRE FAMILY RESERVE CHAMPAGNE ,3
CONTE VISTARINO SANGUE DI GIUDA,3
CONTESA MONTEPULCIANO D ABRUZZO,0
CORAZON DEL SOL SOLEADO RED BLEND ,0
CORLEY PROPRIETARY RED WINE ,0
COTES DU PROVENCE ROSE BY REAL DOR ,2
DAUV RANVIER CHATEAUNEUF DU PAPE ,0
DEVAUX CUVEE ROSE NV,3
DIRLER MUSCAT GC SAERING ,1
DISCOVERY MEADE CAN NV,4
DISRUPTION CABERNET SAUVIGNON,0
DISRUPTION CHARDONNAY WASHINGTON STATE ,1
DISRUPTION RED BLEND WASHINGTON STATE ,0
DOM DE CHEVALIER PESSAC LEOGNAN ROUGE ,0
DOM GUILLOTERIE SAUMUR ROUGE CHAMPIGNY TRADITION ,0
DOM JESSIAUME BEAUNE CENT VIGNES ER CRU ,0
DOM LANCYRE ROUSSANNE ,1
DOM LOUIS BOILLOT POMMARD ER CRU FREMIERS ,0
DOM MONTCY CHEVERNY ROUGE ,0
DOM PEGAU CUVEE RESV CHATEAUNEUF DU PAPE ,0
DOMAINE BERNARD DEFAIX CHABLIS VIELLES VIGNES ,1
DOMAINE DE BELLENE MERSAULT ,1
DOMAINE DE BELLENE PULIGNY MONTRACHET ,1
DOMAINE DE BELLENE SANTENAY BLANC LES CHARMES DESSUSù ,1
DOMAINE DE BELLENE SAVIGNY LES BEAUNE LES PEUILLETSù ,0
DOMAINE DE BELLENE SAVIGNY LES BEAUNE BLANC VV ,1
DOMAINE DE BELLENE SAVIGNY LES BEAUNE ROUGE VV ,0
DOMAINE GUY MARDON TOURAINE GAMAY LES TOITS ROUGES ,0
DOMAINE GUY MARDON TOURAINE SAUVIGNON BLANC LA COURADE ,1
DOMAINE MARTINELLES CROZE HERMITAGE ROUGE ,0
DOMAINE PICHOT VOUVRAY BRUTNV,1
DONNA LAURA BRAMOSIO CHIANTI CLASSICO ,0
DONNA LAURA SANGIOVESE ALI ,0
DRY CREEK ENDEAVOR RED BLEND,0
DUJAC AUX MALCONSORTSVOSNE ROM ER CRU ,0
DUJAC CHARMES CHAMBERTIN GRAND CRU,0
DUJAC CLOS DE LA ROCHE GRAND CRU,0
DUJAC COMBETTES BLANCPULIGNY MONT ER CRU ,1
DUJAC FOLATIERES BLANCPULIGNY MONT ER CRU ,1
DUNN CABERNET SAUVIGNON NAPA VALLEY,0
EGLY OURIET BRUT TRADITION GRAND CRU NV,3
ELIO PERRONE SOURGAL MOSCATO DASTI ,3
ELOUAN PINOT NOIR RESERVE ,0
EPSILON GOLD ITALIAN SPARKLING NV,3
EXPRESSION PINOT NOIR RUSSIAN CAMP RUSSIAN RIVER VALLEY,0
F CARILLON CHASSAGNE MONTRACHET ,1
FAVIA QUARZOù SYRAH AMADOR COUNTY ,0
FAYEL CANTARELLES SYRAH VIN DE PAYS DOC ,0
FIDELITAS MERLOT ,0
FIFTY ACRE RANCH CABERNET SAUVIGNON ,0
FIFTY BY FIFTY PINOT NOIR ,0
FIFTY BY FIFTY ROSE ,2
FORCHINI PINOT NOIR ,0
GAMBLE RANCH CABERNET SAUVIGNON NAPA,0
GERARD BERTRAND CREMANT,3
GIBBS CABERNET SAUVIGNON NAPA VALLEY,0
GIBBS DUSTY RED NAPA VALLEY,0
GIBBS PINOT NOIR NAPA CARNEROS,0
GODME BRUT BLANC BLANC ER ALOUETTES ST BETS ,3
GODME BRUT BLANC NOIR ER CRU LES ROMAINES ,3
GODME BRUT BLANC NOIR GC CHAMPS SAINT MARTIN ,3
GORDON BROTHERS CABERNET SAUVIGNON COLUMBIA VALLEY ,0
GOURMANDISE SYRAH ,0
GRAN PASSIONE BARBERA DASTI,0
GROCHAU CELLARS MELON DE BOURGOGNE ,1
GRUET CABERNET SAUVIGNON NV,0
HAKUSHIKA ORCHARD WHITE PEACH SAKE,4
HALL SAUVIGNON BLANC KEG VT,1
HANS BAUSCH PINOT NOIR ,0
HANS BAUSCH PINOT NOIR ROSE ,2
HANS BAUSCH RIESLING SPAETLESE ,1
HAVEN SWEET MEADE CAN NV,4
HEARST RANCH BUNKHOUSE CABERNET SAUVIGNON ,0
HEARST RANCH GLACIER RIDGE CHARDONNAY ,1
HEARST RANCH LONE TREE CABERNET FRANC ,0
HEARST RANCH PERGOLA PETITE SIRAH,0
HEARST RANCH RANDOLPH RED ,0
HEARST RANCH THREE SISTERS CUVEE RED ,0
HEDGES HIP CABERNET SAUVIGNON,0
HEITZ SAUVIGNON BLANC,1
HENDRY RANCH HRW CABERNET SAUVIGNON NAPA VALLEY,0
HOMARE STRAWBERRY NIGORI,4
HOPLER BEERENAUSLESE NV,4
HOPLER GRUNER VELTINER GUTTENBERG ,1
HOUSE WINE COUGAR CHARDONNAY NV,1
HOUSE WINE COUGARS CABERNET SAUVIGNON NV,0
HOUSE WINE LSU CHARDONNAY NV,1
IL CUORE CHARDONNAY CALIFORNIA ,1
INWOOD ESTATES TEMPRANILLO CABERNET,0
J LOHR MERLOT VT,0
JARDIN DE LUCULO ATLANTICAS GARNACHAS,0
JAX Y CABERNET SAUVIGNON,0
JAX Y RUSSIAN RIVER PINOT NOIR,0
JEAN MARC CROCHET SANCERRE ,1
JEAN PERNET CHAMPAGNE BRUT,3
JEAN VESSELLE BRUT RESERVE NV,3
JEAN VESSELLE OEIL DE PERDRIX ROSE NV,3
JENNER CHARDONNAY ,1
JENNER PINOT NOIR ,0
JOSE DHONDT BLANC DE BLANCS BRUT NV,3
JOSE DHONDT SAIGNEE ROSE BRUT NV,3
JRE SIERRA FOOTHILLS CABERNET SAUVIGNON ,0
KANE WINE COMPANY MOONSET RED ,0
KANE WINE SUCKER PUNCH RED ,0
KITARO JUNGIN CUP SAKE,4
KONO PINOT NOIR SOUTH ISLAND ,0
KOSHU SAKE,4
LA CANA ALBARINO RIAS BAIXAS,1
LA RIOJA ALTA VINA ARDANZA RESERVA ,0
LAMOLE DI LAMOLE CHIANTI CLASSICO ,0
LANCELOT ROYER CUVEE CHEVALIERS CHAMPAGNE NV,3
LANDON VIOGNIER VT,1
LAS NINAS PREMIUM RED BLENDORGANIC ,0
LAS NINAS RESERVE CABERNET ORGANIC ,0
LAS NINAS RESERVE CHARDONNAY CHARDONNAY ,1
LAS NINAS RESERVE MERLOT ORGANIC ,0
LAS NINAS RESERVE SYRAH ORGANIC ,0
LE GRAND CAILLOU PINOT NOIR ,0
LE MONDE CHARDONNAY ,1
LEFT COAST CELLARS WHITE PINOT NOIR ,0
LEMELSON PINOT GRIS TIKKAS RUN ,1
LEONCE BOCQUET AUXEY DURESSES BLANC ,1
LEONCE BOCQUET MACON VILLAGES UNOAKED CHARDONNAY SCREWCAP ,1
LEONCE BOCQUET PULIGNY MONTRACHET,1
LES GRIFFONS DE PICHON BARON ,0
LEWIS CELLARS CABERNET SAUVIGNON NAPA VALLEY,0
LIBERATION DE PARIS BORDEAUX AOC ,0
LIBERATION DE PARIS CABERNET SAUVIGNON VDP ,0
LIBERATION DE PARIS CHARDONNAY VDP ,1
LIBERATION DE PARIS COTES DU RHONE AOC ,0
LIBERATION DE PARIS PINOT NOIR VDP ,0
LIBERATION DE PARIS ROSE VDP ,2
LIONS DE SUDUIRAUT SAUTERNES,4
LOCATIONS CA WHITE NV,1
LOLA KAY SAUVIGNON BLANC VT,1
LONGEVITY CANNONAU ,0
LOUIS CABERNET SAUVIGNON VT,0
LOUIS MERLOT VT,0
LOUIS SAUVIGNON BLANC VT,1
LOUIS DE SACY CHAMPAGNE GRAND CRU NV,3
LOW HANGING FRUIT PINOT NOIR,0
MALK SAUVIGNON BLANC ,1
MALMONT COTES DU RHONE ,0
MALMONT ROSE CDR VILLAGES ,2
MALMONT SEGURET ROUGE CDR VILLAGES ,0
MARCHESI INCISA LEOPOLDO PINOT NOIRI EXPO ,0
MARCHESI INCISA VALMORENO BARBERA DASTI ,0
MARISCO BASTARD CHARDONNAY,1
MARQUIS PHILIPS SARAHS BLEND RED ,0
MATROT MEURSAULT ER CRU PERRIERES ,1
MATROT PULIGNY MONTRACHET ER CRU LES COMBETTES ,1
MATTHIAS MUELLER RIESLING FEINHERB ,1
MAYSCHOSS WG PINOT NOIR ,0
MERRYVALE PROFILE NAPA VALLEY RED,0
MESSIAS PORT MINIS PK BLACK BOX NV,4
MESSIAS PORT MINIS PK RED BOX NV,4
MICHAEL DAVID FREAKSHOW RED BLEND,0
MICHEL MAGNIEN GEVREY CHAMBERTIN ER CRU LES CAZETIERS ,0
MICHEL MAILLIARD ROSE CUVEE ALEXIA NV,3
MICHEL OGIER SYRAH LA ROSINE ,0
MIRAVAL PROVENCE ROSE ,2
MONACO LE ROCHER ROUGE ,0
CARLO ROSSI ROSE,2
MONPERTUIS CUVEE COUNOISE VDP DU GARD ,0
MONTEPOLOSO A QUO TUSCAN RED BLEND ,0
MONTEVERRO TUSCANY,0
MONTMIRAIL ST MAURICE GIGONDAS ,0
MONTMIRAIL ST PAPES VACQUEYRAS ,0
MOONLIGHT APPLE PIE MEAD,4
MOURGUES DU GRES ROUGE TERRE FEU ,0
NEAL FAMILY CABERNET SECOND CHANCE,0
NECTAROUGE BEAUJOLAIS NOUVEAU ,0
NEZUMI OTOKO JUNGIN CUP SAKE,4
NICKEL NICKEL MERLOT BEAR FLAT,0
NICOLAS FEUILLATTE AIRLINE PACKAGE BRUT NV,3
NICOLAS PERRIN CORNAS ROUGE ,0
NIEPOORT COLHEITA PORT,4
NOBLE TREE WICKERSHAM RANCH CABERNET ,0
OFOURNIER RIBERA ,0
OGIER SYRAH LAME SOEURS VIN DE PAYS ,0
OKUNOMATSU JUNMAI DAIGINGO FN PER CASE NV,4
OUTFIT PINOT GRIGIO ,1
OUTFIT RED BLEND ,0
PALAZZO BRUNELOO DI MONTALCINO ,0
PALMER BRUT ROSE RESERVE NV,3
PANTHEA PINOT NOIR SIREN,0
PAOLO SCAVINO BAROLO ,0
PARADISO DI FRASSINA UVE ROSSO ,0
PARAISO CHARDONNAY ,1
PARAISO PINOT NOIR,0
PARI PASSU PINOT NOIR,0
PEAY POMARIUM PINOT NOIR ,0
PEHU SIMONET ROSE BRUT CHAMPAGNE NV,3
PEIRANO OTHER WHITE,1
PETIT GUIRAUD SAUTERNES,4
PETIT GUIRAUD SAUTERNES ,4
PLEASANT HILL SANGIOVESE VT,0
POETS LEAP BOTRYTIS RIESLING ,4
POTEL POUILLY FUISSE ,1
POUSSE DOR CORTON GRAND CRU CLOS DU ROI ,0
PRIMOGENITO MALBEC ,0
PROJECTION CABERNET SAUVIGNON,0
PSAGOT CABERNET FRANC ,4
PURLIEU CABERNET SAUVIGNON MARTINEZ VINEYARD,0
PURLIEU CABERNET SAUVIGNON TOKALON VINEYARD,0
QUINTA DO CORREIO WHITE NV,1
QUPE SYRAH KEG NV,0
RAYWOOD CHARDONNAY CENTRAL COAST ,1
RENATO RATTI BARBERA D ASTI ,0
RIDGE VINEYARDS LYTTON SPRINGS ZINFANDEL ,0
RIDGEVIEW BLANC DE NOIRS ENGLISH SPARKLING WINE ,3
RIDGEVIEW BLOOMSBURY ENGLISH SPARKLING WINE ,3
RIDGEVIEW CAVENDISH ENGLISH SPARKLING WINE ,3
RIDGEVIEW FITZROVIA ROSE ENGLISH SPARKLING WINE ,3
ROBLET MONNOT HAUTES COTES DE BEAUNE PINOT NOIR ,0
ROCCA DI MONTEMASSI ,0
ROCCA GRIGSBY VINEYARD CABERNET SAUVIGNON,0
ROCHE DE BELLENE COTEAUX BOURGUIGNONS CUVEE TERROIR ,0
ROCHE DE BELLENE SAINT AUBIN ,1
SALENTO PRIMITIVO VIGNETI ,0
SANTI AMARONE DELLA VALPOLICELLA DOC,0
SAVORY JAMES FINE RUBY PORT,4
SAVORY JAMES FINE TAWNY PORT,4
SCARPETTA PROSECCO NV,3
SCARPETTA ROSE SPARKLING NV,3
SCHAUSS PINOT NOIR,0
SCHILD ESTATE PRAMIE SHIRAZ,0
SEAVEY VINEYARD CABERNET SAUVIGNON,0
SEGUINOT BORDET VAILLIONS CHABLIS ER CRU ,1
SERVEAUX FILS BRUT CUVEE PINOT MEUNIER NV,3
SERVIN CHABLIS LES PARGUES ,1
SHANNON RIDGE MERLOT ,0
SHOO FLY AUSSIE SALUTE RED ,0
SMITH HOOK PROPRIETARY RED ,0
SNOWDEN SAUVIGNON BLANC ,1
SOTTIMANO LANGHE NEBBIOLO ,0
SPADAFORA NERO DAVOLA ALHAMBRA ,0
SPERONE VERMOUTH DRY SP ORDER ONLY NV,4
SQUADRA TERRE SICLIANE ROSATO ,2
ST HUBERTS THE STAG CABERNET SAUVIGNON VT,0
STILETTO PROSECCO NV,3
STOUT FAMILY CABERNET SAUVIGNON,0
SUMMERS CABERNET SAUVIGNON CHECKMATE,0
SUSANA BALBO CABERNET SAUVIGNON ,0
SWEET BITCH PEACH MOSCATO NV,3
TENDU RED WINE ,0
TENIMENTI RICCI ROSSO DI MONTALCINO ,0
TERRA ROSA MALBEC ARGENTINA,0
TEXAS SOUTH WIND PLUM NV,4
THE NED ROSE ,2
THOMAS GEORGE CHARDONNAY ,1
THOMAS GEORGE PINOT NOIR,0
THOMAS GEORGE SONS DAUGHTERS CHARDONNAY ,1
TIME OUT PINOT GRIGIO ,1
TIME OUT RED BLEND ,0
TOLAINI AL PASSO TOSCANA ,0
TOMICH RHYME REASON PINOT GRIGIO,1
TOMICH WOODSIDE VINEYARDù CHARDONNAY,1
TOMICH WOODSIDE VINEYARD PINOT NOIR,0
TOMICH WOODSIDE VINEYARDù SAUVIGNON BLANC,1
TOMICH DUCK WEAVE PINOT NOIR,0
TOMICH GRACE GLORY SHIRAZ,0
TOMICH WING A PRAYER SAUVIGNON BLANC,1
TORRACCIA GHEMME ,0
TRES SABORES POR QUE NO ,0
TRIEBAUMER BLAUFRANKISCH RESERVE ,0
TRIENNES ROSE MAGS ,2
TRIG POINT CHARDONNAY ,1
TRIPLE ù CELLARS ATLAS ROCK RED ,0
TRIPLE CELLARS CABERNET SAUVIGNON,0
TRISAETUM RIBBON RIDGE PINOT NOIR ,0
TRISAETUM RIBBON RIDGE RIESLING ,1
TRUE MYTH CABERNET ,0
TRUE MYTH CHARDONNAY ,1
TUFARA DONVITO PRIMITIVO,0
TULIP RESERVE CABERNET SAUVIGNON ,4
VAZART COQUART BRUT BLANC BLANC GC SPECIAL CLUB ,3
VENTA MORALES TEMPRANILLO VT,0
VERMEIL CABERNET SAUVIGNON PICKETT ROAD ,0
VERMEIL ZINFANDEL LUVISI VINEYARD ,0
VINESTRAL TINTO JOVEN ,0
VINO Z CZECH DRY RIESLING MORAVIAN WINE,1
VINO Z CZECH SAUVIGNON BLANC MORAVIAN WINE,1
VINO Z CZECH ST LAURENT MORAVIAN WINE ,0
VISTAMAR MORANDE CABERNET ,0
VON STRASSER CABERNET SAUVIGNON ESTATE ,0
WARWICK FIRST LADY CABERNET SAUVIGNON SOUTH AFRICA ,0
WARWICK FIRST LADY CHARDONNAY ,1
WATERMILL CABERNET SAUVIGNON WALLA WALLA ,0
WEEGMUELLER RIESLING TROCKEN ,1
WHITE FOX RED MUSCADINE TEXAS NV,0
